image_id,image_link,group_id,entity_name,text
69536,https://m.media-amazon.com/images/I/61NVTp52LQL.jpg,308856,item_weight,"FEATURES & BENEFITS

HEALTHY JOINTS
GLUCOSAMINE &
OMEGA FATTY ACIDS

HEALTHY BONE
DEVELOPMENT

CONTROLLED CALCIUM
TO PHOSPHORUS RATIO

DIGESTIVE HEALTH

PREBIOTICS (MOS)

**COMPARED TO OTHER PEDIGREE® PRO RANGE VARIANTS

EXPERT NUTRITION FOR DOGS.
"
69537,https://m.media-amazon.com/images/I/61QvmD-LEbL.jpg,308856,item_weight,"NV 7Y
Peje

v

"
69538,https://m.media-amazon.com/images/I/61dYD+FzTFL.jpg,308856,item_weight,
69539,https://m.media-amazon.com/images/I/61if0sAXadL.jpg,271537,voltage,
69540,https://m.media-amazon.com/images/I/71nbXAF4HZS.jpg,396159,item_weight,"SOFT AND ALLURING: ULTRA ABSORBENT:

THICK AND PURE SPUN COTTON, IT CAN ABSORB UP TO 25 TIMES

WHICH MAKES IT COZY AND SKIN-FRIENDLY. ITS WEIGHT IN WATER,
WATER VANISHES INSTANTLY.

DURABILITY: BREATHABLE MATERIAL:
500GSM TOWELS ENSURING ALLOWS MOISTURE TO ESCAPE
DURABILITY AND EXTRA STRENGTH, PROVIDING PASSAGE FOR AIR,
WHICH MAKES IT A PERFECT CHOICE FOR DAILY USAGE. MAKING IT PLUSHIER.

EASY CARE:

MACHINE WASHABLE AT 40C, TUMBLE DRY LOW,
DON'T BLEACH.

"
69541,https://m.media-amazon.com/images/I/81Ccuw29xoL.jpg,639508,item_weight,"STURDY THICKENED COTTON ROPE
BEARING WEIGHT 40 LB

"
69542,https://m.media-amazon.com/images/I/61RqMuoEvNL.jpg,407921,wattage,
69543,https://m.media-amazon.com/images/I/71czUE1WA0L.jpg,459516,item_weight,"Nacht

& Hochdosierte Extrakte aus
Griffonia simplicifolia, Baldrian,
Hopfen und Lavendel.

0 Ergéanzt mit 0,5 mg natdrlichem
Melatonin.

vegan, laktose-
und glutenfrei

#® hochdosiert &
gut vertraglich
"
69544,https://m.media-amazon.com/images/I/71T07TaBhAL.jpg,459516,item_weight,"Nahrungsergdnzungsmittel mit Vitaminen,
Aminosdure, Melatonin, Pflanzenstoffen und
-extrakten.

il

€37,12g 60Kapseln ‘ ) Zutaten: 20% L-Try{)tophan Uberzugmittel: I-g(
Das Produkt geschlossen, kiih, trocken und auRerhalb der - droxypropylmethylcellulose lé%Gr\ffomaSamgn- -
Reichweite von Kindern aufbewahren. trakt, 12% Baldrianwurzel-Extrakt, Maltodextrin, 8%

Mindestens haltbar bis Ende / Los Nr. Siehe Dosenboden. . Gamma-Aminobuttersaure, 8% Hopfen-Extrakt, 4%
Hergestellt fur hejcare&naturals GmbH, NAHRUNGSERGANZUNGSMITTEL Lavendel-Extrakt, Thiaminhydrochlorid, Pyridoxinhy-
Aschauer StraRe 21, D-81549, Miinchen drochlorid, Melatonin

. aus Deutschland . ohne Zusatze . vegan

. 60 Kapseln fiir 1 Monat
"
69545,https://m.media-amazon.com/images/I/71FOchaQSXL.jpg,318770,wattage,"100W High-Speed Charging

43 Mins 4 101 Mins 4

MacBook Pro 16"" 5 0 % MacBook Pro 16"" 1 0 0 %

The above laptop has a maximum input of 96W.

S

"
69546,https://m.media-amazon.com/images/I/81ZgtaUclkL.jpg,318770,wattage,"For All Your USB-C Devices

8 O g

Laptops Tablets Phones

"
69547,https://m.media-amazon.com/images/I/61gXDf8KKkL.jpg,271537,voltage,
69548,https://m.media-amazon.com/images/I/71yzlZaXurL.jpg,810266,item_weight,
69549,https://m.media-amazon.com/images/I/41-IBdP6UVS.jpg,801837,item_weight,"Crewsaver Buoyancy Aid Size Chart.

Wihen choosing your buoyancy.afew simple rules will nsure you are comfortable,

‘Always take into accoun th clothing you ntend to wear under the Jacket when locking at
the chest ajustment,

I the facketacjusts at the walst but It will assume an average waist measutement,
proportonate o the overal jacke size.

Body Welght greater than; cless than Chest

Junior >30-40Kkg (66 -88 1bs) 76-86om (30°-34)
SmallMedum >40 -70kg (88-1541bs 86-107cm (34"" 427
Medum/Large >70kge (1541bs+) 107-1176m (2'-46°)
X *Tokgr (15410s+) TWem - 127cm (46°-50%)

X 0k (154bs+) 127-137em (50°-54)
"
69550,https://m.media-amazon.com/images/I/8105WfibzqL.jpg,365637,item_weight,"te the Homemade G""Odnes
S

3 5
£ . MACAROONS *
Almqnd Flavored

GLUTENg
FREE &,

No Cholesterol
Low Sodium
PER SERVING
"
69551,https://m.media-amazon.com/images/I/71nIoQ2BKEL.jpg,299791,item_weight,"*Chain length: . - _
22in+2in 0.3cm Wide Link Chain
*Chain weight:

15g / 0.230z

055¢cm & 7 —o &Yy
0.22inch
3.4cm
Th0ic6kness 1.34inch
.6cm
0.24inch

_______________________

3.4cm
1.34inch

Weight: 18.59g/0.650z
Material: Stainless Steel
"
69552,https://m.media-amazon.com/images/I/71rFSgune7L.jpg,226504,item_weight,"PRODUCT DIMENSIONS

H 200mm

D 200mm W 350mm
"
69553,https://m.media-amazon.com/images/I/91B+3JPDX9L.jpg,558374,item_weight,"HAJMOLA canNDY

CRULBI o ANDY
'CHULBUI:I "":'thl: Sz
contains: dy (2.59)

15.5mg
chloride) 11.5mg
et diaka (G i, ., P 6.3

No Presewaﬁves, Artificial Sweeteners
2 colouring agent used,

8001207079755

"
69554,https://m.media-amazon.com/images/I/51GAm4G7REL.jpg,558374,item_weight,"HAJMOLA CANDY

CHULBULI IMLI
Ingredients: Each Candy (2.59)
contains:

ALBELA AAM
Ingredients: Each Candy (2.59)
"
69555,https://m.media-amazon.com/images/I/71CEi+LRBuS.jpg,709627,item_weight,"COMPATIBLE MODEL

EB-BR730ABE

v Gear S2 3G

- SM-R730A

- SM-R730V

- SM-R730S

- SM-R730T

v Gear S2 Classic 3G
- SM-R735A

- SM-R735T

- SM-R735V

- SM-R735VZKAVZW
v Gear Sport

- SM-R600

- SM-R600NZKAXAR
- SM-R600NZBAXAR SM-R720 SM-R732
- SM-R600NZKCXAR

"
69556,https://m.media-amazon.com/images/I/61B69OV+wML.jpg,860821,voltage,"©

LED Display screen Lightweight Noise test: <50dB

? » ™

Wall charger cable Voltage: 220-240V Cooling power: 55W
1.5m

I

"
69557,https://m.media-amazon.com/images/I/71UDmYVVG3L.jpg,752266,wattage,"<« Iron Chain Adjustable : 30cm / 11""

TRY-YEAN

. =
Screw In 12mm Diameter. } Screw In 27mm Diameter. }

Bulb Requirements: Our Products Are Complatible With Incandescent Led,
Cfl & Halogen Bulbs With E12 Sockets (40w Max). Note:the Bulb In The Picture Is Sold Separately
"
69558,https://m.media-amazon.com/images/I/61fYHQffoyL.jpg,648011,voltage,"120
VOoLT -

PHILIPS

Work Light
& Security
Lémpara p g

Trabajo y de
Seguridad

_Halogen

"
69559,https://m.media-amazon.com/images/I/71r-0eEspnL.jpg,501250,item_weight,"T g 1 e

\,,
o
\,
Oxygen Ceramic Piezo Electric 3 Heat
Depletion System Heat Plates Ignition Settings

AR

4

L .
- J

Operates up to 15kg Butane

warmglow PREMIUM FEATURES
"
69560,https://m.media-amazon.com/images/I/61gdkGp8ysL.jpg,208023,item_weight,
69561,https://m.media-amazon.com/images/I/81yttjgBavL.jpg,957185,item_weight,
